Folder	ConsManifesto2015	ConsManifesto2015_Rel_Freq	GreenManifesto2015	GreenManifesto2015_Rel_Freq	LabourManifesto2015	LabourManifesto2015_Rel_Freq	LibdemManifesto2015	LibdemManifesto2015_Rel_Freq	PlaidCymruManifesto2015	PlaidCymruManifesto2015_Rel_Freq	SNPManifesto2015	SNPManifesto2015_Rel_Freq	UKIPManifesto2015	UKIPManifesto2015_Rel_Freq	TOTAL	TOTAL_Rel_Freq	RANGE	Log_Likelihood	Dispersion_DP	Dispersion_DPnorm	
T3+++	2 	0.01	11 	0.03	2 	0.01	0	0.00	1 	0.01	1 	0.01	6 	0.02	23	0.01	6	18.01	0.38	0.42	
T3-	246 	0.84	185 	0.47	109 	0.62	220 	0.68	88 	0.50	132 	0.74	83 	0.32	1063	0.59	7	90.78	0.13	0.14	
T3--	3 	0.01	6 	0.02	1 	0.01	2 	0.01	0	0.00	1 	0.01	1 	0.00	14	0.01	6	6.12	0.26	0.29	
T3---	6 	0.02	5 	0.01	1 	0.01	6 	0.02	2 	0.01	2 	0.01	5 	0.02	27	0.01	7	2.90	0.14	0.16	
T4	0	0.00	1 	0.00	0	0.00	3 	0.01	0	0.00	2 	0.01	2 	0.01	8	0.00	4	9.21	0.45	0.50	
T4+	3 	0.01	25 	0.06	9 	0.05	29 	0.09	8 	0.05	10 	0.06	3 	0.01	87	0.05	7	34.86	0.24	0.27	
T4-	5 	0.02	3 	0.01	1 	0.01	1 	0.00	4 	0.02	4 	0.02	7 	0.03	25	0.01	7	10.67	0.30	0.33	
T4--	3 	0.01	3 	0.01	1 	0.01	2 	0.01	3 	0.02	1 	0.01	2 	0.01	15	0.01	7	1.93	0.14	0.15	
W1	65 	0.22	95 	0.24	36 	0.20	37 	0.11	11 	0.06	9 	0.05	53 	0.20	306	0.17	7	60.30	0.19	0.21	
W2	7 	0.02	5 	0.01	2 	0.01	4 	0.01	0	0.00	0	0.00	5 	0.02	23	0.01	5	12.03	0.21	0.24	
W2--	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
W3	83 	0.28	169 	0.43	42 	0.24	72 	0.22	49 	0.28	42 	0.24	77 	0.29	534	0.30	7	31.78	0.10	0.11	
W4	14 	0.05	90 	0.23	17 	0.10	44 	0.14	3 	0.02	10 	0.06	10 	0.04	188	0.10	7	96.74	0.32	0.35	
W5	23 	0.08	85 	0.22	8 	0.05	70 	0.22	11 	0.06	7 	0.04	25 	0.10	229	0.13	7	79.95	0.28	0.31	
X1	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	2 	0.01	5	0.00	3	9.51	0.56	0.62	
X2	4 	0.01	2 	0.01	1 	0.01	7 	0.02	2 	0.01	0	0.00	3 	0.01	19	0.01	6	8.80	0.26	0.29	
X2.1	48 	0.16	150 	0.38	53 	0.30	80 	0.25	35 	0.20	70 	0.39	99 	0.38	535	0.30	7	49.19	0.13	0.15	
X2.1-	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.71	0.60	0.67	
X2.2	9 	0.03	11 	0.03	4 	0.02	21 	0.07	0	0.00	1 	0.01	6 	0.02	52	0.03	6	26.60	0.24	0.26	
X2.2+	42 	0.14	81 	0.21	36 	0.20	63 	0.20	44 	0.25	21 	0.12	63 	0.24	350	0.19	7	16.21	0.08	0.09	
X2.2-	2 	0.01	5 	0.01	2 	0.01	0	0.00	2 	0.01	2 	0.01	1 	0.00	14	0.01	6	7.47	0.27	0.30	
X2.3+	6 	0.02	14 	0.04	7 	0.04	14 	0.04	12 	0.07	4 	0.02	11 	0.04	68	0.04	7	8.02	0.13	0.14	
X2.4	84 	0.29	91 	0.23	41 	0.23	172 	0.53	60 	0.34	83 	0.47	96 	0.37	627	0.35	7	62.82	0.14	0.15	
X2.5+	5 	0.02	14 	0.04	3 	0.02	14 	0.04	9 	0.05	0	0.00	7 	0.03	52	0.03	6	18.07	0.22	0.24	
X2.5-	0	0.00	4 	0.01	4 	0.02	0	0.00	0	0.00	1 	0.01	3 	0.01	12	0.01	4	16.09	0.45	0.50	
X2.6	0	0.00	1 	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	2	6.10	0.60	0.67	
X2.6+	9 	0.03	27 	0.07	9 	0.05	12 	0.04	6 	0.03	7 	0.04	18 	0.07	88	0.05	7	9.18	0.15	0.17	
X2.6-	1 	0.00	7 	0.02	2 	0.01	0	0.00	0	0.00	1 	0.01	5 	0.02	16	0.01	5	15.52	0.41	0.46	
X3.1	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	2	0.00	2	4.92	0.68	0.76	
X3.2	1 	0.00	12 	0.03	4 	0.02	4 	0.01	2 	0.01	8 	0.04	6 	0.02	37	0.02	7	14.12	0.25	0.28	
X3.2+	1 	0.00	4 	0.01	0	0.00	0	0.00	0	0.00	3 	0.02	1 	0.00	9	0.00	4	11.67	0.46	0.51	
X3.2++	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
X3.2-	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
X3.3	1 	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	3 	0.01	7	0.00	4	9.67	0.47	0.52	
X3.4	22 	0.07	38 	0.10	14 	0.08	11 	0.03	28 	0.16	30 	0.17	24 	0.09	167	0.09	7	33.00	0.16	0.18	
X3.4+	1 	0.00	1 	0.00	3 	0.02	0	0.00	0	0.00	0	0.00	0	0.00	5	0.00	3	11.11	0.54	0.60	
X3.4-	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	4.13	0.64	0.71	
X4.1	37 	0.13	52 	0.13	21 	0.12	46 	0.14	22 	0.12	15 	0.08	65 	0.25	258	0.14	7	23.83	0.11	0.12	
X4.2	75 	0.26	186 	0.47	71 	0.40	137 	0.42	39 	0.22	72 	0.40	113 	0.43	693	0.38	7	39.21	0.10	0.11	
X5.1+	9 	0.03	21 	0.05	17 	0.10	21 	0.07	16 	0.09	25 	0.14	12 	0.05	121	0.07	7	24.61	0.18	0.20	
X5.1-	4 	0.01	3 	0.01	1 	0.01	0	0.00	1 	0.01	0	0.00	9 	0.03	18	0.01	5	20.86	0.41	0.46	
X5.2+	57 	0.19	146 	0.37	48 	0.27	79 	0.24	57 	0.32	44 	0.25	65 	0.25	496	0.28	7	23.31	0.09	0.10	
X5.2++	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	2	0.00	1	6.88	0.82	0.91	
X5.2-	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4 	0.02	6	0.00	2	13.88	0.64	0.71	
X6	1 	0.00	6 	0.02	1 	0.01	4 	0.01	2 	0.01	4 	0.02	10 	0.04	28	0.02	7	12.61	0.26	0.28	
X6+	27 	0.09	37 	0.09	15 	0.08	22 	0.07	20 	0.11	13 	0.07	21 	0.08	155	0.09	7	3.56	0.06	0.07	
X7+	342 	1.16	443 	1.12	163 	0.92	429 	1.33	198 	1.12	197 	1.11	313 	1.20	2085	1.16	7	18.23	0.03	0.04	
X7-	4 	0.01	17 	0.04	1 	0.01	14 	0.04	4 	0.02	14 	0.08	13 	0.05	67	0.04	7	22.19	0.22	0.25	
X8+	21 	0.07	18 	0.05	12 	0.07	17 	0.05	9 	0.05	5 	0.03	13 	0.05	95	0.05	7	5.41	0.09	0.10	
X8++	1 	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	9.10	0.74	0.82	
X8+++	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	3	0.00	3	3.94	0.47	0.52	
X9.1	2 	0.01	2 	0.01	0	0.00	1 	0.00	1 	0.01	0	0.00	5 	0.02	11	0.01	5	9.62	0.33	0.36	
X9.1+	86 	0.29	51 	0.13	54 	0.31	83 	0.26	49 	0.28	32 	0.18	49 	0.19	404	0.22	7	36.04	0.14	0.15	
X9.1-	10 	0.03	16 	0.04	8 	0.05	13 	0.04	2 	0.01	7 	0.04	21 	0.08	77	0.04	7	13.30	0.13	0.15	
X9.2	3 	0.01	6 	0.02	1 	0.01	9 	0.03	4 	0.02	1 	0.01	7 	0.03	31	0.02	7	8.08	0.22	0.25	
X9.2+	55 	0.19	57 	0.14	60 	0.34	87 	0.27	50 	0.28	42 	0.24	34 	0.13	385	0.21	7	40.52	0.15	0.16	
X9.2-	26 	0.09	38 	0.10	17 	0.10	18 	0.06	10 	0.06	7 	0.04	32 	0.12	148	0.08	7	15.50	0.14	0.15	
Y1	59 	0.20	69 	0.17	32 	0.18	50 	0.15	24 	0.14	16 	0.09	47 	0.18	297	0.16	7	11.45	0.07	0.08	
Y2	35 	0.12	35 	0.09	12 	0.07	41 	0.13	14 	0.08	9 	0.05	8 	0.03	154	0.09	7	25.24	0.16	0.18	
Y2-	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
Z1	80 	0.27	102 	0.26	55 	0.31	50 	0.15	66 	0.37	39 	0.22	92 	0.35	484	0.27	7	34.05	0.10	0.11	
Z2	475 	1.62	322 	0.82	185 	1.05	419 	1.30	904 	5.13	631 	3.54	453 	1.73	3389	1.88	7	1335.75	0.26	0.28	
Z3	194 	0.66	308 	0.78	91 	0.52	330 	1.02	92 	0.52	195 	1.09	333 	1.27	1543	0.86	7	138.21	0.13	0.15	
Z4	23 	0.08	34 	0.09	9 	0.05	21 	0.07	2 	0.01	13 	0.07	33 	0.13	135	0.07	7	25.07	0.14	0.16	
Z5	8525 	29.03	12137 	30.78	5408 	30.62	10216 	31.66	5298 	30.07	5733 	32.16	7517 	28.71	54834	30.40	7	80.67	0.02	0.02	
Z6	106 	0.36	238 	0.60	92 	0.52	112 	0.35	70 	0.40	49 	0.27	202 	0.77	869	0.48	7	95.09	0.15	0.17	
Z7	27 	0.09	61 	0.15	14 	0.08	20 	0.06	16 	0.09	12 	0.07	53 	0.20	203	0.11	7	37.21	0.20	0.22	
Z8	2730 	9.29	2040 	5.17	1272 	7.20	1546 	4.79	1092 	6.20	1060 	5.95	1623 	6.20	11363	6.30	7	602.24	0.09	0.10	
Z99	203 	0.69	405 	1.03	130 	0.74	328 	1.02	163 	0.93	95 	0.53	293 	1.12	1617	0.90	7	76.91	0.09	0.11	
Z99+++	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.26	0.84	0.93	
TOTAL	29371	100	39433	100	17662	100	32269	100	17616	100	17826	100	26179	100	180356	100	7
