Folder	ConsManifesto2024	ConsManifesto2024_Rel_Freq	GreenManifesto2024	GreenManifesto2024_Rel_Freq	LabourManifesto2024	LabourManifesto2024_Rel_Freq	LibdemManifesto2024	LibdemManifesto2024_Rel_Freq	PlaidCymruManifesto2024	PlaidCymruManifesto2024_Rel_Freq	ReformUKmanifesto2024	ReformUKmanifesto2024_Rel_Freq	SNPManifesto2024	SNPManifesto2024_Rel_Freq	TOTAL	TOTAL_Rel_Freq	RANGE	Log_Likelihood	Dispersion_DP	Dispersion_DPnorm	
X2.5-	2 	0.01	0	0.00	1 	0.00	0	0.00	1 	0.01	2 	0.03	0	0.00	6	0.00	4	9.06	0.43	0.46	
X2.6	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	1 	0.01	3	0.00	3	6.10	0.60	0.64	
X2.6+	6 	0.02	14 	0.07	13 	0.05	4 	0.02	11 	0.07	0	0.00	3 	0.04	51	0.04	6	18.00	0.25	0.27	
X2.6-	0	0.00	1 	0.01	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.38	0.67	0.70	
X3.2	1 	0.00	1 	0.01	8 	0.03	2 	0.01	6 	0.04	3 	0.04	2 	0.03	23	0.02	7	14.45	0.37	0.39	
X3.2-	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	2	0.00	2	5.83	0.73	0.77	
X3.3	2 	0.01	1 	0.01	1 	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	7	0.01	4	5.69	0.33	0.35	
X3.4	21 	0.08	14 	0.07	26 	0.11	12 	0.06	18 	0.11	1 	0.01	7 	0.09	99	0.08	7	10.98	0.12	0.12	
X4.1	20 	0.08	7 	0.04	37 	0.16	18 	0.08	19 	0.11	7 	0.10	10 	0.13	118	0.10	7	18.89	0.16	0.17	
X4.2	85 	0.34	93 	0.49	120 	0.50	78 	0.37	61 	0.37	24 	0.36	37 	0.48	498	0.41	7	14.23	0.08	0.09	
X5.1+	18 	0.07	11 	0.06	22 	0.09	14 	0.07	7 	0.04	3 	0.04	3 	0.04	78	0.06	7	5.72	0.11	0.11	
X5.1-	4 	0.02	5 	0.03	6 	0.03	4 	0.02	2 	0.01	1 	0.01	3 	0.04	25	0.02	7	2.63	0.14	0.15	
X5.2+	69 	0.27	71 	0.37	91 	0.38	49 	0.23	41 	0.25	34 	0.51	24 	0.31	379	0.31	7	21.48	0.11	0.11	
X5.2-	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
X6	4 	0.02	17 	0.09	0	0.00	2 	0.01	4 	0.02	1 	0.01	0	0.00	28	0.02	5	38.54	0.45	0.48	
X6+	19 	0.08	14 	0.07	18 	0.08	22 	0.10	30 	0.18	1 	0.01	26 	0.33	130	0.11	7	46.59	0.23	0.24	
X6-	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
X7+	326 	1.29	200 	1.05	310 	1.30	276 	1.29	205 	1.23	58 	0.87	53 	0.68	1428	1.18	7	36.16	0.06	0.06	
X7-	4 	0.02	6 	0.03	5 	0.02	1 	0.00	6 	0.04	7 	0.10	1 	0.01	30	0.02	7	17.42	0.28	0.30	
X8+	10 	0.04	13 	0.07	20 	0.08	9 	0.04	9 	0.05	1 	0.01	3 	0.04	65	0.05	7	8.79	0.15	0.16	
X8++	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.25	0.79	0.84	
X9.1	0	0.00	1 	0.01	4 	0.02	0	0.00	2 	0.01	2 	0.03	1 	0.01	10	0.01	5	12.23	0.44	0.47	
X9.1+	55 	0.22	21 	0.11	66 	0.28	51 	0.24	20 	0.12	10 	0.15	9 	0.12	232	0.19	7	27.35	0.16	0.17	
X9.1-	7 	0.03	10 	0.05	7 	0.03	7 	0.03	4 	0.02	2 	0.03	0	0.00	37	0.03	6	7.60	0.12	0.13	
X9.2	4 	0.02	1 	0.01	4 	0.02	5 	0.02	6 	0.04	2 	0.03	0	0.00	22	0.02	6	8.35	0.22	0.23	
X9.2+	43 	0.17	35 	0.18	39 	0.16	44 	0.21	23 	0.14	17 	0.25	9 	0.12	210	0.17	7	6.64	0.07	0.07	
X9.2-	11 	0.04	26 	0.14	48 	0.20	15 	0.07	15 	0.09	11 	0.16	9 	0.12	135	0.11	7	34.63	0.22	0.23	
Y1	45 	0.18	28 	0.15	33 	0.14	33 	0.15	14 	0.08	11 	0.16	3 	0.04	167	0.14	7	15.38	0.10	0.11	
Y2	29 	0.11	9 	0.05	22 	0.09	33 	0.15	11 	0.07	4 	0.06	4 	0.05	112	0.09	7	17.69	0.17	0.18	
Z1	52 	0.21	14 	0.07	38 	0.16	28 	0.13	46 	0.28	20 	0.30	13 	0.17	211	0.17	7	31.63	0.16	0.17	
Z2	494 	1.95	155 	0.82	397 	1.67	330 	1.54	530 	3.19	220 	3.28	367 	4.72	2493	2.07	7	560.11	0.19	0.20	
Z3	194 	0.77	148 	0.78	142 	0.60	189 	0.88	71 	0.43	106 	1.58	114 	1.47	964	0.80	7	125.09	0.13	0.13	
Z4	8 	0.03	6 	0.03	22 	0.09	5 	0.02	9 	0.05	1 	0.01	3 	0.04	54	0.04	7	15.94	0.24	0.25	
Z5	7517 	29.71	5795 	30.49	6884 	28.91	6680 	31.26	5206 	31.29	1572 	23.46	2431 	31.26	36085	29.92	7	139.21	0.02	0.02	
Z6	97 	0.38	70 	0.37	129 	0.54	51 	0.24	72 	0.43	36 	0.54	27 	0.35	482	0.40	7	31.55	0.10	0.11	
Z7	13 	0.05	12 	0.06	15 	0.06	18 	0.08	7 	0.04	13 	0.19	3 	0.04	81	0.07	7	15.49	0.15	0.16	
Z8	1852 	7.32	897 	4.72	1322 	5.55	760 	3.56	943 	5.67	300 	4.48	391 	5.03	6465	5.36	7	341.24	0.09	0.10	
Z99	429 	1.70	298 	1.57	307 	1.29	363 	1.70	526 	3.16	142 	2.12	106 	1.36	2171	1.80	7	199.13	0.11	0.12	
TOTAL	25305	100	19009	100	23809	100	21366	100	16639	100	6701	100	7776	100	120605	100	7
