Folder	BrexitPartyManifesto2019	BrexitPartyManifesto2019_Rel_Freq	ConsManifesto2019	ConsManifesto2019_Rel_Freq	GreenManifesto2019	GreenManifesto2019_Rel_Freq	LabourManifesto2019	LabourManifesto2019_Rel_Freq	LibdemManifesto2019	LibdemManifesto2019_Rel_Freq	PlaidCymruManifesto2019	PlaidCymruManifesto2019_Rel_Freq	SNPManifesto2019	SNPManifesto2019_Rel_Freq	TOTAL	TOTAL_Rel_Freq	RANGE	Log_Likelihood	Dispersion_DP	Dispersion_DPnorm	
X2.5-	0	0.00	1 	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	1 	0.00	5	0.00	3	8.61	0.52	0.53	
X2.6+	0	0.00	6 	0.03	9 	0.04	5 	0.02	10 	0.04	1 	0.01	4 	0.02	35	0.03	6	8.35	0.20	0.20	
X2.6-	1 	0.05	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	9.01	0.79	0.80	
X3.1	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
X3.1+	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
X3.2	0	0.00	5 	0.02	6 	0.03	3 	0.01	3 	0.01	6 	0.04	6 	0.03	29	0.02	6	5.60	0.19	0.19	
X3.3	0	0.00	2 	0.01	2 	0.01	5 	0.02	6 	0.02	1 	0.01	1 	0.00	17	0.01	6	5.70	0.27	0.27	
X3.4	1 	0.05	13 	0.06	15 	0.07	10 	0.04	12 	0.05	10 	0.06	15 	0.07	76	0.06	7	3.19	0.09	0.09	
X3.4-	2 	0.11	1 	0.00	0	0.00	2 	0.01	1 	0.00	3 	0.02	0	0.00	9	0.01	5	15.86	0.45	0.46	
X4.1	0	0.00	25 	0.12	20 	0.09	32 	0.13	49 	0.19	24 	0.14	23 	0.11	173	0.13	6	15.17	0.10	0.10	
X4.2	11 	0.58	73 	0.36	110 	0.48	85 	0.34	125 	0.48	56 	0.33	70 	0.33	530	0.40	7	16.21	0.08	0.09	
X5.1+	2 	0.11	22 	0.11	20 	0.09	14 	0.06	21 	0.08	14 	0.08	7 	0.03	100	0.07	7	11.18	0.13	0.14	
X5.1-	0	0.00	1 	0.00	4 	0.02	0	0.00	3 	0.01	2 	0.01	5 	0.02	15	0.01	5	9.81	0.28	0.29	
X5.2+	6 	0.32	36 	0.18	77 	0.34	68 	0.27	63 	0.24	40 	0.24	46 	0.22	336	0.25	7	12.92	0.08	0.08	
X5.2++	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
X5.2-	0	0.00	0	0.00	0	0.00	2 	0.01	1 	0.00	0	0.00	0	0.00	3	0.00	2	6.17	0.62	0.63	
X6	0	0.00	0	0.00	4 	0.02	1 	0.00	2 	0.01	8 	0.05	6 	0.03	21	0.02	5	20.19	0.40	0.41	
X6+	0	0.00	13 	0.06	20 	0.09	27 	0.11	22 	0.08	9 	0.05	31 	0.15	122	0.09	6	15.26	0.13	0.13	
X6-	0	0.00	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	1	10.10	0.81	0.83	
X7+	34 	1.81	194 	0.96	233 	1.03	236 	0.95	343 	1.31	175 	1.04	223 	1.06	1438	1.08	7	27.10	0.05	0.05	
X7-	0	0.00	4 	0.02	5 	0.02	8 	0.03	3 	0.01	2 	0.01	8 	0.04	30	0.02	6	6.42	0.19	0.19	
X8+	0	0.00	19 	0.09	11 	0.05	8 	0.03	23 	0.09	9 	0.05	24 	0.11	94	0.07	6	18.87	0.20	0.20	
X8++	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	3	0.00	3	4.47	0.52	0.53	
X9.1+	1 	0.05	60 	0.30	33 	0.15	38 	0.15	85 	0.32	19 	0.11	15 	0.07	251	0.19	7	64.89	0.23	0.23	
X9.1-	0	0.00	6 	0.03	1 	0.00	18 	0.07	11 	0.04	5 	0.03	4 	0.02	45	0.03	6	21.11	0.26	0.27	
X9.2	0	0.00	6 	0.03	1 	0.00	7 	0.03	1 	0.00	3 	0.02	1 	0.00	19	0.01	6	12.67	0.38	0.39	
X9.2+	3 	0.16	63 	0.31	47 	0.21	46 	0.19	56 	0.21	21 	0.13	30 	0.14	266	0.20	7	21.00	0.11	0.11	
X9.2-	2 	0.11	4 	0.02	12 	0.05	35 	0.14	30 	0.11	12 	0.07	18 	0.09	113	0.08	7	28.31	0.20	0.20	
Y1	0	0.00	58 	0.29	35 	0.15	37 	0.15	53 	0.20	23 	0.14	18 	0.09	224	0.17	6	34.58	0.15	0.15	
Y2	2 	0.11	27 	0.13	17 	0.07	21 	0.08	29 	0.11	5 	0.03	21 	0.10	122	0.09	7	15.01	0.13	0.13	
Z1	14 	0.74	99 	0.49	41 	0.18	53 	0.21	37 	0.14	57 	0.34	69 	0.33	370	0.28	7	75.23	0.20	0.20	
Z2	23 	1.22	317 	1.58	291 	1.28	271 	1.09	351 	1.34	579 	3.46	890 	4.23	2722	2.04	7	818.38	0.26	0.26	
Z3	39 	2.07	155 	0.77	185 	0.82	179 	0.72	283 	1.08	145 	0.87	391 	1.86	1377	1.03	7	184.03	0.15	0.15	
Z4	2 	0.11	12 	0.06	12 	0.05	6 	0.02	24 	0.09	12 	0.07	21 	0.10	89	0.07	7	15.38	0.17	0.17	
Z5	556 	29.53	5863 	29.16	6795 	29.94	7285 	29.38	8293 	31.70	5045 	30.12	6869 	32.61	40706	30.50	7	68.43	0.02	0.02	
Z6	10 	0.53	94 	0.47	64 	0.28	104 	0.42	140 	0.54	43 	0.26	115 	0.55	570	0.43	7	40.25	0.11	0.11	
Z7	1 	0.05	22 	0.11	10 	0.04	16 	0.06	14 	0.05	22 	0.13	29 	0.14	114	0.09	7	21.25	0.21	0.21	
Z7-	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	1	10.63	0.83	0.84	
Z8	105 	5.58	1896 	9.43	1052 	4.64	1386 	5.59	1232 	4.71	884 	5.28	1062 	5.04	7617	5.71	7	527.83	0.10	0.10	
Z99	49 	2.60	280 	1.39	709 	3.12	411 	1.66	443 	1.69	928 	5.54	303 	1.44	3123	2.34	7	864.25	0.23	0.23	
TOTAL	1883	100	20106	100	22695	100	24798	100	26163	100	16747	100	21061	100	133453	100	7
